7575
AL 050349M	235703
			19L11843
AL 112233	195631
			19L00834
			19L07001
			19L07050
			GC8051
AL 19BS628	249497
			19L05844
AL 1CH3704	238905
			19L06071
AL 25CH441	211500
			19L13156
AL 2611AS9	239589
			19L17835
AL 3AY7183	250146
			19L10443
AL 40607AT	147068
			19L00834
			19L07001
			19L07050
			GC8051
AL 44BB842	249933
			19L13195
AL 47S33W2	186856
			19L18046
AL 58YY564	235808
			19JH4279
AL ANH287	214455
			19L11501
AL CHGREEN	248835
			19L08942
			
			
			
AK 123TEST	240612
			19L04745
AK CYR413	87880
			19L04203
			X032617
AK KBG755	246205
			19L14241
			
			
			
AZ ATL8303	242555
			19L04691
AZ D03648398	234495
			19L14101
			
			
			
AR 633XMZ	248036
			19L10062
AR 722XSW	248136
			19L03027
AR 801TCR	226283
			19L05870
AR 922UMU	231005
			19L13033
			
			
			
BC 123ABZ	158431
			19L00834
			19L07001
			19L07050
			GC8051
BC A1B1C1	156657
			19L00834
			19L07001
			19L07050
			GC8051
			
			
			
CA 3HJH529	237067
			19L05920
CA 5NAC631	130903
			19L04352
CA 6JDN372	235399
			19L06520
CA 6RZY258	248123
			19L06032
CA 6T6K566	202321
			19L11162
CA 7AGB615	248841
			19L08944
CA 7F0H760	227339
			19L12222
CA 7MJC303	247570
			19L12227
CA 7UXG054	250169
			19L05648
			
			
			
CO EON305	244669
			19L12810
			
			
			
CT 028794906	236576
			19L05987
CT 6VZC602	189249
			VC5825
CT 939ZMZ	196025
			19L05455
			19L05455
CT 951YOV	221857
			19L06050
CT SD3113	54682
			19L00088
			GC7303
			
			
			
DC ED6081	187404
			19L00331
			
			
			
FL 13CFI	215715
			19L05822
FL 15HDT	248762
			19L08925
FL 4862YA	249389
			19L08875
FL 55AXX	247087
			19L15317
			19L25203
FL 700LBB	189520
			19L04345
FL 940HMP	193451
			19L01052
FL 977YTC	178730
			VC5478
FL AGYZ48	217840
			19L09617
FL AMRK32	247346
			19L12604
FL BIED25	246115
			19L08613
FL BT3802	241383
			19L15073
FL CEKX46	215025
			19L00613
FL CGE6191	248741
			19L08780
FL CHHF71	248999
			19L17185
FL CYMX39	244529
			19L16442
FL D351NG	170876
			19L00875
FL DLRX26	248855
			19L03845
FL DMST72	228163
			VC7176
FL E423SZ	155251
			19L08695
FL EJJ170	248917
			19L12452
FL ER14P	225681
			19L18073
FL ETRJ94	243416
			19L00829
			19L09139
FL ETTU36	250292
			19L09182
FL EUBT23	246062
			19L08607
FL F328UQ	226630
			19L02343
FL F47KZU	91460
			19L04653
FL FLGCNU66	250305
			19L05625
FL G361EN	214812
			19L09723
FL G899VW	127737
			19L11802
FL GVSW82	240118
			19L09723
FL HN044J	60508
			19L00796
FL HND44J	61814
			19L00796
FL HNO44J	57315
			19L00796
FL HNSV29	249575
			19L14728
FL HQR0L	244249
			19L14264
FL HTZL91	248805
			19CTB044
FL J9495U	63745
			19L05460
FL JVDS91	249240
			19L09078
FL S94PC	7095
			19L05406
FL TFD6D	191944
			GC7856
FL V695HP	176240
			19L12406
FL X81JMG	161947
			19L05847
			
			
			
GA 22581972	247370
			19L09710
GA 23523297	245234
			19L09158
GA 510YHF	248250
			19L15971
GA AAA2153	183798
			19L11815
GA AVK 8004	142150
			19L04573
GA AVK8004	146961
			19L04573
GA BSW5493	243808
			19L10182
GA BVL9097	235223
			19L06522
GA CBL9925	242319
			19L12822
GA CDP7323	248569
			19L05677
GA CDW5834	242145
			19L06028
GA CEJ5011	249470
			19L08651
GA CF12486	242179
			19L02036
GA CFC8615	249887
			19L11268
GA CIW1621	249595
			19L09158
GA CLW1621	250891
			19L09158
GA PCV6090	247687
			19L08779
GA PEG5030	203329
			19L04275
GA PHQ6375	219892
			19L20284
GA RHI7495	246465
			19L08641
GA RKK6060	249454
			19L06028
GA T20IIJ	66357
			19L10727
			
			
			
HI 920-FBL	170802
			19L00765
			
			
			
IL 1441051	240918
			19L08530
IL 2222706	71226
			19L05140
IL 5269938	204277
			19L02863
			GC7485
			GC7684
			GC7690
IL 6125212	156606
			19L13200
IL 6249603	230650
			19L09630
IL 8213054	177243
			19L01577
IL 9054495	239978
			19L14144
IL AA26225	233739
			19L01512
IL AA29975	239005
			19L14714
IL AAA3737	238957
			19L14714
IL AB22233	250728
			19L09782
IL AC18443	240614
			19L04592
IL AK87005	235158
			19L08784
IL AL36576	243924
			19L05036
IL AM86432	237405
			19L17318
IL AQ32354	248760
			19L09737
IL AZ31088	250056
			19L09728
IL E126527	221970
			19L05988
IL E137800	211918
			19L12278
IL E461965	250171
			19L06127
IL E521099	237587
			VC7068
			VC7068
IL HCJ226	247161
			19L10004
IL HDF393	215358
			19L04895
IL K732925	229425
			19L01039
IL L336739	240902
			19L08530
IL MCYDU7699	227378
			19L01577
IL MDNTMSL	154178
			19L11178
IL N425186	244459
			19L08678
IL N516298	244628
			19L14144
IL NMGMEM 1	242660
			19L09921
IL P442814	242860
			19L17852
IL P736371	191949
			19L04182
			GC8235
IL PHINEAS	169578
			19L13652
			19L13652
			19L13652
			GC7550
			GC7550
			GC7550
			GC7559
			GC7559
			GC7559
IL PHLI413	238610
			19L08811
IL Q428204	249545
			19L12803
IL Q565305	249360
			19CTB007
IL Q962323	248821
			19L08929
IL TK999NKL	245468
			19L04786
IL V370485	242584
			19L12771
IL W252117997	237576
			19CTB060
IL WIZZY99	248907
			19CTA040
IL Y523800837	246026
			19L04467
IL Z506974	250688
			19L04581
IL Z789198	246683
			19L03746
IL ZV32341	247975
			19L08815
			
			
			
IN 0409920	248901
			19L08954
IN 071MCP	238975
			19L05842
			19L05842
IN 073060	114787
			19L13700
IN 0D2690	227996
			19L01425
IN 1030188379	171872
			19L04279
			19L13690
IN 1030218118	247694
			19L05294
IN 104BDH	197124
			VC5155
IN 107AYC	154766
			19L13450
			GC7903
IN 10A1808	80675
			19L00089
			GC7601
IN 10A1911	80528
			19L04544
IN 10A4078	81538
			19L02008
IN 10A9982	85024
			19L08303
IN 10B1573	52922
			19L08303
IN 10B272	7462
			19L00859
IN 10B2783	44139
			19L01960
			19L25184
IN 10B3881	97931
			19L04602
IN 10B6201	15477
			19L02382
IN 10B6835	69522
			VC7642
IN 10C3589	82282
			19L04187
IN 10E9572	121266
			19L05357
